asv,D1N1_419,D1N2_125,D1N3_90,D1N4_45,D2N1_40,D2N2_125,D2N3_200,D2N4_620,D2N5_5,total,Kingdom,Supergroup,Division,Class,Order,Family,Genus,Species
ASV1402,0,0,0,6,66,0,0,0,0,72,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,Dino-Group-III XX sp.
ASV1919,0,72,0,0,0,0,0,0,0,72,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5 X sp.
ASV2345,0,0,0,0,0,0,0,72,0,72,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-3,Dino-Group-II-Clade-3_X,Dino-Group-II-Clade-3 X sp.
ASV2375,0,0,0,0,0,12,35,23,2,72,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-7,Dino-Group-II-Clade-7_X,Dino-Group-II-Clade-7 X sp.
ASV3451,0,72,0,0,0,0,0,0,0,72,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1 X sp.
ASV3455,0,0,0,72,0,0,0,0,0,72,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11 X sp.
ASV2054,0,0,0,7,6,0,53,0,5,71,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-12,Dino-Group-II-Clade-12_X,Dino-Group-II-Clade-12 X sp.
ASV2598,0,0,11,17,9,14,19,0,1,71,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-9,Dino-Group-II-Clade-9_X,Dino-Group-II-Clade-9 X sp.
ASV2819,0,0,0,39,20,0,0,12,0,71,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II_X,Dino-Group-II_XX,Dino-Group-II XX sp.
ASV3115,0,0,0,0,0,11,60,0,0,71,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV3473,0,71,0,0,0,0,0,0,0,71,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Syndiniales_X,Syndiniales_XX,Syndiniales_XXX,Syndiniales XXX sp.
ASV3482,0,0,0,0,71,0,0,0,0,71,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-7,Dino-Group-II-Clade-7_X,Dino-Group-II-Clade-7 X sp.
ASV3485,0,0,0,0,0,44,27,0,0,71,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-15,Dino-Group-II-Clade-15_X,Dino-Group-II-Clade-15 X sp.
ASV1323,0,0,0,46,12,0,0,0,12,70,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-22,Dino-Group-II-Clade-22_X,Dino-Group-II-Clade-22 X sp.
ASV1490,0,0,9,38,15,4,0,0,4,70,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11 X sp.
ASV1891,70,0,0,0,0,0,0,0,0,70,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV2773,0,0,5,0,0,20,19,26,0,70,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11 X sp.
ASV3063,0,0,19,0,4,16,30,0,1,70,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-22,Dino-Group-II-Clade-22_X,Dino-Group-II-Clade-22 X sp.
ASV3507,0,70,0,0,0,0,0,0,0,70,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II_X,Dino-Group-II_XX,Dino-Group-II XX sp.
ASV3510,0,0,33,0,0,37,0,0,0,70,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-3,Dino-Group-II-Clade-3_X,Dino-Group-II-Clade-3 X sp.
ASV3515,0,0,0,0,70,0,0,0,0,70,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-7,Dino-Group-II-Clade-7_X,Dino-Group-II-Clade-7 X sp.
ASV3520,0,0,0,0,0,0,0,70,0,70,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV1199,0,0,0,8,53,1,0,0,7,69,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-22,Dino-Group-II-Clade-22_X,Dino-Group-II-Clade-22 X sp.
ASV2464,0,1,0,0,0,0,16,52,0,69,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-55,Dino-Group-II-Clade-55_X,Dino-Group-II-Clade-55 X sp.
ASV3179,0,0,0,0,0,22,24,23,0,69,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II_X,Dino-Group-II_XX,Dino-Group-II XX sp.
ASV3218,0,0,14,39,0,15,0,1,0,69,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-IV,Dino-Group-IV-Hematodinium-Group,Hematodinium,Hematodinium sp.
ASV3533,69,0,0,0,0,0,0,0,0,69,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,Dino-Group-II-Clade-6 X sp.
ASV3540,0,0,0,0,0,0,69,0,0,69,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1 X sp.
ASV3542,0,0,0,0,0,0,69,0,0,69,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-17,Dino-Group-II-Clade-17_X,Dino-Group-II-Clade-17 X sp.
ASV350,0,0,0,5,24,0,34,0,5,68,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-3,Dino-Group-II-Clade-3_X,Dino-Group-II-Clade-3 X sp.
ASV1195,0,0,0,12,17,0,0,33,6,68,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,Dino-Group-II-Clade-6 X sp.
ASV3550,68,0,0,0,0,0,0,0,0,68,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1 X sp.
ASV3554,0,68,0,0,0,0,0,0,0,68,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-4,Dino-Group-II-Clade-4_X,Dino-Group-II-Clade-4 X sp.
ASV684,0,0,0,67,0,0,0,0,0,67,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11 X sp.
ASV826,0,0,0,0,0,0,67,0,0,67,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-16,Dino-Group-II-Clade-16_X,Dino-Group-II-Clade-16 X sp.
ASV1061,0,0,0,7,33,0,0,4,23,67,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11 X sp.
ASV1534,0,0,0,38,29,0,0,0,0,67,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-12,Dino-Group-II-Clade-12_X,Dino-Group-II-Clade-12 X sp.
ASV2390,0,0,0,64,3,0,0,0,0,67,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-5,Dino-Group-II-Clade-5_X,Dino-Group-II-Clade-5 X sp.
ASV2536,0,0,0,0,54,0,8,0,5,67,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-12,Dino-Group-II-Clade-12_X,Dino-Group-II-Clade-12 X sp.
ASV2692,0,0,14,0,9,6,33,3,2,67,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,Dino-Group-III XX sp.
ASV3029,0,20,0,0,0,5,5,37,0,67,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV3132,0,0,1,0,0,47,7,12,0,67,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5 X sp.
ASV3408,0,0,0,17,0,0,40,10,0,67,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-21,Dino-Group-II-Clade-21_X,Dino-Group-II-Clade-21 X sp.
ASV3410,0,0,0,0,10,0,0,34,23,67,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-3,Dino-Group-II-Clade-3_X,Dino-Group-II-Clade-3 X sp.
ASV3575,0,0,67,0,0,0,0,0,0,67,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-15,Dino-Group-II-Clade-15_X,Dino-Group-II-Clade-15 X sp.
ASV3583,0,0,0,0,67,0,0,0,0,67,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5 X sp.
ASV3585,0,0,0,0,0,0,67,0,0,67,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-4,Dino-Group-I-Clade-4_X,Dino-Group-I-Clade-4 X sp.
ASV3589,0,0,0,0,0,0,0,67,0,67,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-36,Dino-Group-II-Clade-36_X,Dino-Group-II-Clade-36 X sp.
ASV3591,0,0,0,0,0,0,0,67,0,67,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,Dino-Group-II-Clade-6 X sp.
ASV1659,0,0,0,0,0,0,63,0,3,66,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-14,Dino-Group-II-Clade-14_X,Dino-Group-II-Clade-14 X sp.
ASV2057,0,0,0,0,0,0,49,0,17,66,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II_X,Dino-Group-II_XX,Dino-Group-II XX sp.
ASV2869,0,0,0,0,18,0,45,0,3,66,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV2951,0,0,0,31,35,0,0,0,0,66,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-5,Dino-Group-II-Clade-5_X,Dino-Group-II-Clade-5 X sp.
ASV3560,0,0,0,50,0,2,8,6,0,66,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-V,Dino-Group-V_X,Dino-Group-V_XX,Dino-Group-V XX sp.
ASV3561,0,0,0,0,0,20,20,24,2,66,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-22,Dino-Group-II-Clade-22_X,Dino-Group-II-Clade-22 X sp.
ASV3605,0,66,0,0,0,0,0,0,0,66,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,Dino-Group-II-Clade-6 X sp.
ASV3611,0,0,56,10,0,0,0,0,0,66,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5 X sp.
ASV3627,0,0,0,0,0,0,0,66,0,66,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-V,Dino-Group-V_X,Dino-Group-V_XX,Dino-Group-V XX sp.
ASV723,0,0,2,0,20,1,13,23,6,65,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-26,Dino-Group-II-Clade-26_X,Dino-Group-II-Clade-26 X sp.
ASV1549,0,8,17,5,0,9,4,0,22,65,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-44,Dino-Group-II-Clade-44_X,Dino-Group-II-Clade-44 X sp.
ASV1705,0,5,17,13,2,0,28,0,0,65,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,Dino-Group-III XX sp.
ASV2181,0,0,0,0,52,0,0,0,13,65,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV2414,0,0,0,2,0,0,63,0,0,65,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-4,Dino-Group-II-Clade-4_X,Dino-Group-II-Clade-4 X sp.
ASV2789,0,0,17,32,15,1,0,0,0,65,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5 X sp.
ASV3005,0,0,0,15,50,0,0,0,0,65,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-16,Dino-Group-II-Clade-16_X,Dino-Group-II-Clade-16 X sp.
ASV3237,0,0,7,0,14,11,28,5,0,65,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,Dino-Group-III XX sp.
ASV3612,0,0,6,0,0,6,45,8,0,65,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-IV,Dino-Group-IV-Hematodinium-Group,Hematodinium,Hematodinium sp.
ASV3648,0,12,29,0,0,0,5,19,0,65,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5 X sp.
ASV3654,0,0,0,59,3,3,0,0,0,65,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-17,Dino-Group-II-Clade-17_X,Dino-Group-II-Clade-17 X sp.
ASV3660,0,0,0,0,0,0,65,0,0,65,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1 X sp.
ASV3664,0,0,0,0,0,0,65,0,0,65,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II_X,Dino-Group-II_XX,Dino-Group-II XX sp.
ASV3667,0,0,0,0,0,0,0,65,0,65,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11 X sp.
ASV1087,0,0,0,0,32,3,12,0,17,64,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-46,Dino-Group-II-Clade-46_X,Dino-Group-II-Clade-46 X sp.
ASV1170,58,0,0,0,6,0,0,0,0,64,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-17,Dino-Group-II-Clade-17_X,Dino-Group-II-Clade-17 X sp.
ASV1241,0,0,4,3,8,26,23,0,0,64,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-3,Dino-Group-II-Clade-3_X,Dino-Group-II-Clade-3 X sp.
ASV2188,0,2,0,14,0,7,25,15,1,64,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II_X,Dino-Group-II_XX,Dino-Group-II XX sp.
ASV2504,0,0,0,0,0,33,3,28,0,64,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5 X sp.
ASV3391,0,0,0,5,25,0,11,23,0,64,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-15,Dino-Group-II-Clade-15_X,Dino-Group-II-Clade-15 X sp.
ASV3681,0,64,0,0,0,0,0,0,0,64,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-2,Dino-Group-I-Clade-2_X,Dino-Group-I-Clade-2 X sp.
ASV3683,0,64,0,0,0,0,0,0,0,64,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-7,Dino-Group-II-Clade-7_X,Dino-Group-II-Clade-7 X sp.
ASV3687,0,0,0,64,0,0,0,0,0,64,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV3697,0,0,0,0,64,0,0,0,0,64,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-22,Dino-Group-II-Clade-22_X,Dino-Group-II-Clade-22 X sp.
ASV3699,0,0,0,0,0,64,0,0,0,64,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-15,Dino-Group-II-Clade-15_X,Dino-Group-II-Clade-15 X sp.
ASV279,0,0,0,0,0,2,6,55,0,63,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV2666,1,1,0,0,0,6,1,53,1,63,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1 X sp.
ASV3286,0,0,15,0,0,0,5,42,1,63,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-21,Dino-Group-II-Clade-21_X,Dino-Group-II-Clade-21 X sp.
ASV3327,0,0,2,0,0,20,17,24,0,63,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,Dino-Group-III XX sp.
ASV3537,0,0,9,49,5,0,0,0,0,63,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-3,Dino-Group-II-Clade-3_X,Dino-Group-II-Clade-3 X sp.
ASV3652,0,0,0,49,13,1,0,0,0,63,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-23,Dino-Group-II-Clade-23_X,Dino-Group-II-Clade-23 X sp.
ASV3711,63,0,0,0,0,0,0,0,0,63,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV3712,0,56,0,0,0,1,6,0,0,63,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV3715,0,63,0,0,0,0,0,0,0,63,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-20,Dino-Group-II-Clade-20_X,Dino-Group-II-Clade-20 X sp.
ASV3716,0,63,0,0,0,0,0,0,0,63,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,Dino-Group-II-Clade-6 X sp.
ASV3723,0,0,0,63,0,0,0,0,0,63,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-5,Dino-Group-II-Clade-5_X,Dino-Group-II-Clade-5 X sp.
ASV802,0,0,0,60,0,0,0,0,2,62,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-4,Dino-Group-I-Clade-4_X,Dino-Group-I-Clade-4 X sp.
ASV1557,0,0,0,17,45,0,0,0,0,62,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5 X sp.
ASV2333,0,0,0,0,0,7,46,9,0,62,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-4,Dino-Group-II-Clade-4_X,Dino-Group-II-Clade-4 X sp.
ASV2965,0,0,17,0,0,15,11,19,0,62,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5 X sp.
ASV3432,0,0,0,0,0,0,15,47,0,62,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-IV,Dino-Group-IV-Hematodinium-Group,Hematodinium,Hematodinium sp.
ASV3622,0,0,0,0,0,10,49,3,0,62,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11 X sp.
ASV3745,0,42,7,0,10,3,0,0,0,62,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-21,Dino-Group-II-Clade-21_X,Dino-Group-II-Clade-21 X sp.
ASV3746,0,62,0,0,0,0,0,0,0,62,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-15,Dino-Group-II-Clade-15_X,Dino-Group-II-Clade-15 X sp.
ASV3760,0,0,0,0,0,10,28,24,0,62,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II_X,Dino-Group-II_XX,Dino-Group-II XX sp.
ASV3765,0,0,0,0,0,0,0,62,0,62,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5 X sp.
ASV1058,0,0,0,0,0,43,18,0,0,61,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-21,Dino-Group-II-Clade-21_X,Dino-Group-II-Clade-21 X sp.
ASV1489,0,0,20,0,23,11,0,0,7,61,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-4,Dino-Group-II-Clade-4_X,Dino-Group-II-Clade-4 X sp.
ASV2193,41,0,0,0,3,0,2,15,0,61,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II_X,Dino-Group-II_XX,Dino-Group-II XX sp.
ASV2376,0,0,0,0,0,0,61,0,0,61,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,Dino-Group-III XX sp.
ASV2671,0,0,8,0,0,0,53,0,0,61,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-4,Dino-Group-II-Clade-4_X,Dino-Group-II-Clade-4 X sp.
ASV2750,0,0,0,0,33,28,0,0,0,61,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II_X,Dino-Group-II_XX,Dino-Group-II XX sp.
ASV2883,0,0,4,0,0,8,24,25,0,61,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,Dino-Group-III XX sp.
ASV3779,61,0,0,0,0,0,0,0,0,61,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,Dino-Group-II-Clade-6 X sp.
ASV3790,0,0,0,61,0,0,0,0,0,61,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-25,Dino-Group-II-Clade-25_X,Dino-Group-II-Clade-25 X sp.
ASV611,0,0,0,0,0,0,60,0,0,60,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-4,Dino-Group-II-Clade-4_X,Dino-Group-II-Clade-4 X sp.
ASV1141,0,0,0,0,0,0,1,59,0,60,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV2196,0,0,0,15,31,0,0,0,14,60,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV2197,0,0,0,5,33,0,0,0,22,60,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-22,Dino-Group-II-Clade-22_X,Dino-Group-II-Clade-22 X sp.
ASV3387,0,42,1,0,0,0,17,0,0,60,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,Dino-Group-III XX sp.
ASV3617,0,0,0,45,15,0,0,0,0,60,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV3748,0,0,5,0,0,17,20,18,0,60,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,Dino-Group-III XX sp.
ASV3814,60,0,0,0,0,0,0,0,0,60,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1 X sp.
